"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30504","test_synchronize_all_materialplan1","Tests.test_system","Sat Mar 21 06:24:18 CST 2026","passed","Sat Mar 21 06:24:48 CST 2026","TestSynchronizePage","test_synchronize","",""
"","17317","test_coverage_selectcodesuccess","Tests.test_items","Fri Mar 20 22:52:08 CST 2026","passed","Fri Mar 20 22:52:26 CST 2026","TestCoveragePage","test_coverage","",""
"","4696","test_customer_shift","Tests.test_items","Fri Mar 20 21:19:13 CST 2026","passed","Fri Mar 20 21:19:18 CST 2026","TestCustomerPage","test_customer","",""
"","29780","test_materialBOM_delsuccessall","Tests.test_material","Sat Mar 21 02:47:03 CST 2026","passed","Sat Mar 21 02:47:33 CST 2026","TestItemPage","test_materialBOM","",""
"","19943","test_setting_select_success","Tests.test_items","Sat Mar 21 01:41:19 CST 2026","passed","Sat Mar 21 01:41:39 CST 2026","TestSettingPage","test_setting","",""
"","5522","test_customer_delcancel","Tests.test_items","Fri Mar 20 21:12:58 CST 2026","passed","Fri Mar 20 21:13:04 CST 2026","TestCustomerPage","test_customer","",""
"","9663","test_item_addsuccess","Tests.test_items","Fri Mar 20 21:22:17 CST 2026","passed","Fri Mar 20 21:22:27 CST 2026","TestItemPage","test_item","",""
"","6420","test_imp_copy3","Tests.test_system","Sat Mar 21 06:17:09 CST 2026","passed","Sat Mar 21 06:17:15 CST 2026","TestImpPage","test_imp","",""
"","38330","test_synchronize_all_plan3","Tests.test_system","Sat Mar 21 06:22:47 CST 2026","passed","Sat Mar 21 06:23:25 CST 2026","TestSynchronizePage","test_synchronize","",""
"","11747","test_apps_clear","Tests.test_system","Sat Mar 21 07:19:19 CST 2026","passed","Sat Mar 21 07:19:31 CST 2026","TestSAppsPage","test_apps","",""
"","10276","test_materialVendorQuota_addrepeat","Tests.test_material","Sat Mar 21 03:03:48 CST 2026","passed","Sat Mar 21 03:03:58 CST 2026","TestItemPage","test_materialVendorQuota","",""
"","11410","test_resource_addsel","Tests.test_items","Fri Mar 20 21:47:32 CST 2026","passed","Fri Mar 20 21:47:43 CST 2026","TestResourcePage","test_resource","",""
"","16711","test_material_ordercompleteresults_select1","Tests.test_material","Sat Mar 21 04:57:28 CST 2026","passed","Sat Mar 21 04:57:45 CST 2026","TestSPlanDataPage","test_materialPlanData","",""
"","10650","test_affairs_process_update4","Tests.test_system","Sat Mar 21 05:34:59 CST 2026","passed","Sat Mar 21 05:35:09 CST 2026","TestAffairsPage","test_affairs","",""
"","12869","test_resourcegroup_select3","Tests.test_items","Fri Mar 20 22:08:24 CST 2026","passed","Fri Mar 20 22:08:36 CST 2026","TestResourceGroupPage","test_resourcegroup","",""
"","10126","test_production_canceldelete","Tests.test_items","Sat Mar 21 01:07:15 CST 2026","broken","Sat Mar 21 01:07:25 CST 2026","TestProductionPage","test_production","",""
"","19004","test_sched_add_resourcesuccess1","Tests.test_items","Sat Mar 21 00:20:00 CST 2026","passed","Sat Mar 21 00:20:19 CST 2026","TestSchedPage","test_sched","",""
"","6496","test_materialDelUserMap_ctrlM","Tests.test_material","Sat Mar 21 03:40:49 CST 2026","passed","Sat Mar 21 03:40:55 CST 2026","TestItemPage","test_materialDelUserMap","",""
"","8422","test_affairs_process_select1","Tests.test_system","Sat Mar 21 05:32:33 CST 2026","passed","Sat Mar 21 05:32:42 CST 2026","TestAffairsPage","test_affairs","",""
"","22346","test_orderPreOccupiedMaterials_addsuccess1","Tests.test_material","Sat Mar 21 04:15:03 CST 2026","passed","Sat Mar 21 04:15:25 CST 2026","TestItemPage","test_orderPreOccupiedMaterials","",""
"","13468","test_psi_select2","Tests.test_system","Sat Mar 21 05:43:49 CST 2026","passed","Sat Mar 21 05:44:02 CST 2026","TestPSIPage","test_psi","",""
"","4737","test_registration_fail2","Tests.test_system","Sat Mar 21 07:44:02 CST 2026","passed","Sat Mar 21 07:44:07 CST 2026","TestSRegistrationPage","test_registration","",""
"","14156","test_materialDelArea_clear","Tests.test_material","Sat Mar 21 03:14:06 CST 2026","passed","Sat Mar 21 03:14:20 CST 2026","TestItemPage","test_materialDelArea","",""
"","22839","test_MaterialCTB_selectcodesuccess","Tests.test_material","Sat Mar 21 02:33:59 CST 2026","passed","Sat Mar 21 02:34:22 CST 2026","TestItemPage","test_MaterialCTB","",""
"","9060","test_sched_delsched2","Tests.test_items","Sat Mar 21 00:13:38 CST 2026","passed","Sat Mar 21 00:13:47 CST 2026","TestSchedPage","test_sched","",""
"","10039","test_tablesetting_addlayout","Tests.test_items","Sat Mar 21 02:13:20 CST 2026","passed","Sat Mar 21 02:13:30 CST 2026","TestTableSettingPage","test_tablesetting","",""
"","21454","test_spec_selectnodatasuccess","Tests.test_items","Fri Mar 20 20:55:18 CST 2026","passed","Fri Mar 20 20:55:40 CST 2026","TestSpecPage","test_spec1","",""
"","16796","test_sched_attribute3","Tests.test_items","Sat Mar 21 00:14:34 CST 2026","passed","Sat Mar 21 00:14:51 CST 2026","TestSchedPage","test_sched","",""
"","9941","test_affairs_process_addsuccess5","Tests.test_system","Sat Mar 21 05:29:53 CST 2026","passed","Sat Mar 21 05:30:03 CST 2026","TestAffairsPage","test_affairs","",""
"","49044","test_unpickedMaterialDetails_adds","Tests.test_material","Sat Mar 21 04:28:07 CST 2026","passed","Sat Mar 21 04:28:56 CST 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","8417","test_toolbox_encryption","Tests.test_system","Sat Mar 21 07:44:31 CST 2026","passed","Sat Mar 21 07:44:39 CST 2026","TestSToolboxPage","test_toolbox","",""
"","7385","test_process_editrepeat","Tests.test_items","Fri Mar 20 22:33:59 CST 2026","passed","Fri Mar 20 22:34:07 CST 2026","TestProcessPage","test_process","",""
"","11119","test_menu_addrepeat1","Tests.test_system","Sat Mar 21 06:51:31 CST 2026","passed","Sat Mar 21 06:51:42 CST 2026","TestSMenuPage","test_menu","",""
"","10080","test_production_delete","Tests.test_items","Sat Mar 21 01:06:13 CST 2026","broken","Sat Mar 21 01:06:23 CST 2026","TestProductionPage","test_production","",""
"","22457","test_setting_perspective_start_success","Tests.test_items","Sat Mar 21 01:44:27 CST 2026","passed","Sat Mar 21 01:44:49 CST 2026","TestSettingPage","test_setting","",""
